E00308	R00014	E00139
E00604	R00017	E02273
E01488	R00018	E01083
E02276	R00008	E01545
E02259	R00002	E00796
E00762	R00003	E02120
E01646	R00006	E01961
E00400	R00018	E00289
E01166	R00012	E00564
E00253	R00018	E02093
E01192	R00007	E01702
E00979	R00012	E02038
E00290	R00009	E00509
E01306	R00018	E00150
E01275	R00005	E01660
E01770	R00017	E00245
E00274	R00018	E00108
E00274	R00018	E00915
E00499	R00011	E01002
E00941	R00012	E01866
E01658	R00006	E01520
E00912	R00014	E01505
E00374	R00003	E02006
E00051	R00012	E02279
E01168	R00012	E02046
E01854	R00017	E00135
E01701	R00015	E00642
E01943	R00015	E01844
E02143	R00008	E00077
E01350	R00018	E01404
E01957	R00003	E02021
E01970	R00009	E01093
E00110	R00017	E01982
E00713	R00008	E01581
E00901	R00018	E00091
E00441	R00018	E01613
E01953	R00014	E01062
E00353	R00015	E01834
E00772	R00016	E01978
E00604	R00017	E01905
E02166	R00017	E01982
E01607	R00003	E00502
E00174	R00015	E00642
E00221	R00012	E01979
E01805	R00017	E00558
E00665	R00017	E02273
E01407	R00019	E01921
E00942	R00017	E00112
E01268	R00018	E00357
E00492	R00014	E00112
E00248	R00018	E01083
E00820	R00007	E00749
E02174	R00014	E00753
E02004	R00000	E00421
E02235	R00008	E01291
E00166	R00012	E01512
E01724	R00019	E01406
E00096	R00017	E00647
E02234	R00016	E01978
E01276	R00018	E00925
E01644	R00012	E02038
E02026	R00001	E00706
E01364	R00017	E02152
E00665	R00017	E01247
E02288	R00004	E02256
E00298	R00018	E00601
E00904	R00018	E01476
E00824	R00002	E00730
E00477	R00010	E01583
E01273	R00001	E00376
E00730	R00001	E00706
E01401	R00017	E00560
E00483	R00016	E01341
E02025	R00018	E00150
E01625	R00016	E01184
E00685	R00017	E01907
E00134	R00012	E02237
E00044	R00018	E01594
E00996	R00012	E00234
E01268	R00018	E00981
E02234	R00016	E00764
E01753	R00017	E00135
E01552	R00017	E01247
E01092	R00018	E01199
E00223	R00018	E00601
E01764	R00017	E00619
E00248	R00018	E01267
E01399	R00002	E01034
E00653	R00012	E02237
E02252	R00014	E00415
E01282	R00016	E00956
E02186	R00007	E02171
E01733	R00014	E00754
E01638	R00014	E00067
E00053	R00018	E00091
E00725	R00008	E00934
E02057	R00018	E00601
E00271	R00017	E00424
E00942	R00017	E02283
E00763	R00017	E02187
E01827	R00012	E02046
E01364	R00017	E00541
E00251	R00018	E00491
E00251	R00018	E01157
E00942	R00017	E00502
E00804	R00015	E01077
E00800	R00017	E01907
E01517	R00009	E02020
E01183	R00000	E01233
E00878	R00012	E01750
E01298	R00017	E01920
E00485	R00018	E00601
E01738	R00002	E01581
E01824	R00006	E01727
E01880	R00018	E01157
E01827	R00012	E00564
E00409	R00018	E00491
E01608	R00011	E01548
E01715	R00003	E00263
E01360	R00015	E01320
E00979	R00012	E01072
E00261	R00012	E00837
E02187	R00008	E00599
E00110	R00017	E00898
E01014	R00017	E01076
E00604	R00017	E00966
E01350	R00018	E01199
E02196	R00017	E00627
E00979	R00012	E01512
E00485	R00018	E00925
E02256	R00012	E00837
E00008	R00014	E00580
E01764	R00010	E01538
E01701	R00014	E00337
E01758	R00011	E00125
E01534	R00017	E00245
E01777	R00011	E01258
E00942	R00017	E00209
E01764	R00017	E02187
E00904	R00020	E01342
E01364	R00017	E01665
E02166	R00008	E01015
E00099	R00009	E01352
E00730	R00001	E01446
E01865	R00005	E01660
E00166	R00012	E01099
E00856	R00000	E00461
E00931	R00009	E00972
E01051	R00012	E00234
E00144	R00011	E01610
E00289	R00017	E01247
E00259	R00006	E00710
E01534	R00017	E02202
E01123	R00008	E01701
E02166	R00017	E00730
E01397	R00012	E02237
E00353	R00015	E00911
E01298	R00017	E00993
E00725	R00008	E00076
E01051	R00012	E00530
E01934	R00018	E00601
E01195	R00014	E00444
E02057	R00018	E00925
E01777	R00003	E00571
E00630	R00000	E01609
E01696	R00005	E01058
E01784	R00006	E01109
E00409	R00018	E00514
E02237	R00017	E00627
E00144	R00011	E01258
E02235	R00008	E00934
E01847	R00008	E01701
E01727	R00002	E00810
E01507	R00008	E00567
E01371	R00017	E00966
E01095	R00007	E01502
E00448	R00011	E01610
E01390	R00005	E01331
E01183	R00000	E01030
E00169	R00018	E01594
E00942	R00017	E01771
E02049	R00003	E00563
E00800	R00017	E01724
E01822	R00000	E01486
E01033	R00003	E01186
E00152	R00016	E00490
E02176	R00002	E01832
E00385	R00018	E01364
E00830	R00002	E01246
E01350	R00018	E00552
E01534	R00017	E02219
E00162	R00016	E01449
E02036	R00014	E01635
E01918	R00003	E01034
E01531	R00012	E00530
E01534	R00017	E01905
E01964	R00017	E00189
E00596	R00002	E01685
E01646	R00006	E00706
E00334	R00017	E00647
E00248	R00018	E01280
E01276	R00018	E00915
E00299	R00008	E00958
E00409	R00018	E01613
E00929	R00003	E00607
E01934	R00018	E00913
E01805	R00017	E01076
E00504	R00003	E01857
E02032	R00017	E00216
E01249	R00009	E00019
E02288	R00004	E01714
E00949	R00008	E00110
E01531	R00012	E02279
E00006	R00014	E02123
E00289	R00017	E00898
E01014	R00017	E00170
E02058	R00016	E00985
E00348	R00013	E01105
E00312	R00000	E02222
E01417	R00015	E01048
E01014	R00017	E01665
E00902	R00018	E00289
E01123	R00008	E00567
E01789	R00003	E02019
E00409	R00018	E00925
E02186	R00012	E01866
E01151	R00007	E01433
E01025	R00008	E01446
E01019	R00017	E01176
E00005	R00018	E01450
E00754	R00008	E01701
E00665	R00017	E00135
E01667	R00008	E01941
E00791	R00012	E01072
E02222	R00011	E01534
E00787	R00003	E02182
E01183	R00000	E00421
E01423	R00008	E01015
E00568	R00005	E00256
E01939	R00017	E00189
E00060	R00004	E01594
E00665	R00017	E00007
E01885	R00006	E02155
E01279	R00017	E02187
E00076	R00017	E00170
E01360	R00015	E00911
E01552	R00017	E00209
E01528	R00008	E00429
E00300	R00017	E00627
E00665	R00017	E00286
E02234	R00016	E02021
E00318	R00001	E01661
E00763	R00017	E00170
E00197	R00005	E00256
E01436	R00015	E01045
E01395	R00003	E00595
E01046	R00000	E01432
E00367	R00018	E01374
E00223	R00018	E01223
E01164	R00002	E00660
E02104	R00003	E02264
E00538	R00017	E02283
E00350	R00016	E01978
E01943	R00015	E00642
E00730	R00001	E01215
E01928	R00009	E00569
E02243	R00003	E01955
E01779	R00002	E01980
E01075	R00009	E01617
E01371	R00017	E01665
E01458	R00017	E01370
E01219	R00002	E00897
E00521	R00015	E02078
E01436	R00015	E01077
E00166	R00012	E01172
E00174	R00012	E00834
E00956	R00017	E00135
E01497	R00005	E00769
E01298	R00017	E00844
E00221	R00012	E02046
E01941	R00007	E00696
E00096	R00017	E00619
E00096	R00017	E01905
E01047	R00009	E00976
E02063	R00002	E01740
E02208	R00006	E01520
E00330	R00014	E01685
E00763	R00017	E00209
E00076	R00017	E01247
E02166	R00017	E02273
E01076	R00002	E00220
E02026	R00001	E01446
E00971	R00002	E00256
E00136	R00012	E00837
E00538	R00017	E00286
E00956	R00017	E00647
E00321	R00018	E01603
E01298	R00017	E00898
E01127	R00001	E01601
E01477	R00017	E00560
E01854	R00017	E02152
E00800	R00017	E00730
E01805	R00017	E01266
E00597	R00018	E00915
E00334	R00016	E01563
E00479	R00017	E00560
E00866	R00018	E01199
E02192	R00007	E02193
E01908	R00003	E01851
E00674	R00009	E02102
E00512	R00017	E00647
E01838	R00019	E02288
E00175	R00001	E01215
E00136	R00012	E02237
E01676	R00019	E01460
E00512	R00017	E01076
E00963	R00011	E01610
E00253	R00018	E00108
E02093	R00016	E02086
E00904	R00018	E01364
E01332	R00019	E01520
E01279	R00017	E00799
E00083	R00009	E01853
E01991	R00000	E01030
E00724	R00018	E02015
E01958	R00016	E01341
E01957	R00017	E00007
E00409	R00018	E02196
E01051	R00018	E01212
E01838	R00019	E00111
E02143	R00008	E00500
E00253	R00003	E01059
E01552	R00017	E00424
E00333	R00016	E00722
E00696	R00003	E00976
E00286	R00009	E02147
E00956	R00017	E00317
E02290	R00003	E02245
E01776	R00003	E01134
E00904	R00020	E01283
E00477	R00019	E01425
E00448	R00011	E01986
E00878	R00012	E00564
E01711	R00002	E00729
E00082	R00018	E02196
E00949	R00008	E00567
E01837	R00007	E01948
E00289	R00017	E00647
E02171	R00015	E00043
E02070	R00008	E00277
E00156	R00014	E01771
E00604	R00003	E01824
E00352	R00012	E00877
E00248	R00008	E01612
E01944	R00007	E01992
E01910	R00008	E00277
E01616	R00001	E01543
E00037	R00009	E00586
E01528	R00008	E00184
E01753	R00017	E02202
E00175	R00001	E02073
E00169	R00018	E00865
E00053	R00018	E01223
E00439	R00003	E01642
E01390	R00005	E01206
E01371	R00017	E00619
E00076	R00017	E00647
E00653	R00012	E01099
E01306	R00018	E00294
E01394	R00014	E00074
E01822	R00000	E00372
E00374	R00011	E01144
E00374	R00011	E00621
E00866	R00003	E01879
E01880	R00018	E00514
E01183	R00000	E00372
E00094	R00015	E00043
E00754	R00008	E00110
E01538	R00012	E02255
E01182	R00004	E00796
E01373	R00017	E01076
E01548	R00017	E00209
E02246	R00008	E01781
E00253	R00019	E00960
E01753	R00017	E00619
E00409	R00018	E00552
E01731	R00008	E00077
E00763	R00017	E00189
E00060	R00002	E00074
E00725	R00008	E01545
E00333	R00016	E01978
E01019	R00017	E01884
E00509	R00007	E01502
E00252	R00007	E01181
E01322	R00003	E02139
E00685	R00017	E02187
E00559	R00014	E01997
E02171	R00015	E01983
E00158	R00014	E01044
E02025	R00018	E01476
E01991	R00000	E01233
E00904	R00020	E00247
E01885	R00006	E00037
E00082	R00018	E01280
E00076	R00017	E01884
E00248	R00018	E01199
E01386	R00006	E01520
E01387	R00001	E01601
E00334	R00017	E00216
E00250	R00001	E01215
E00547	R00016	E02086
E00904	R00018	E00091
E00493	R00000	E01030
E01218	R00017	E00799
E01258	R00019	E02160
E00949	R00008	E00934
E01592	R00011	E01945
E01552	R00017	E00189
E00713	R00008	E01291
E00240	R00020	E01072
E02131	R00017	E02283
E01689	R00016	E00584
E01420	R00003	E01872
E01123	R00008	E01545
E01639	R00002	E00704
E00953	R00014	E01667
E00724	R00018	E01450
E00448	R00011	E01617
E00665	R00002	E00465
E01350	R00018	E01280
E00630	R00000	E02222
E00512	R00017	E00209
E02256	R00012	E02046
E02124	R00018	E00552
E02196	R00017	E01370
E00485	R00018	E01157
E00076	R00017	E00317
E01806	R00009	E00043
E01939	R00017	E00619
E01387	R00001	E00486
E01079	R00003	E00055
E02026	R00001	E00385
E00374	R00011	E01027
E00730	R00001	E00376
E01423	R00016	E00764
E00208	R00014	E00178
E01123	R00008	E01015
E01180	R00009	E00702
E00334	R00017	E00424
E00416	R00002	E02218
E01426	R00007	E02160
E02235	R00017	E01958
E00839	R00000	E00819
E00110	R00017	E00560
E01676	R00019	E00960
E00214	R00008	E01520
E01279	R00017	E00560
E01051	R00018	E01157
E00653	R00012	E01072
E00312	R00006	E01634
E00334	R00017	E01444
E01934	R00018	E02093
E01372	R00008	E00599
E00963	R00011	E01945
E01791	R00009	E00108
E01750	R00009	E01136
E01003	R00001	E00385
E02171	R00015	E01048
E01770	R00017	E01905
E00942	R00017	E00799
E01753	R00017	E01982
E00334	R00017	E01247
E01934	R00018	E02256
E01838	R00019	E01520
E00169	R00018	E00108
E00097	R00017	E01076
E01939	R00017	E00135
E00409	R00018	E00865
E01548	R00017	E02152
E02131	R00017	E01982
E00670	R00007	E02240
E00048	R00014	E00584
E01632	R00009	E01381
E00251	R00018	E00601
E00887	R00013	E01992
E00963	R00011	E00621
E00441	R00018	E01258
E01306	R00018	E02256
E01268	R00018	E00289
E00312	R00006	E01600
E00521	R00019	E01926
E01300	R00009	E00168
E02025	R00018	E01404
E02166	R00017	E00844
E01552	R00017	E00560
E02034	R00008	E01543
E02224	R00014	E00369
E02142	R00003	E01101
E00653	R00012	E01750
E00717	R00020	E00305
E00521	R00017	E01247
E01758	R00011	E01258
E00604	R00017	E02202
E00431	R00017	E01920
E00053	R00018	E00310
E00163	R00014	E00196
E00725	R00008	E02002
E01364	R00017	E00189
E00334	R00016	E01978
E00902	R00009	E01456
E00764	R00003	E01918
E00956	R00017	E00898
E01881	R00007	E00883
E02143	R00008	E01543
E01373	R00017	E00286
E00409	R00018	E01223
E01512	R00018	E01603
E00197	R00016	E01520
E00096	R00017	E01266
E01770	R00017	E01724
E00675	R00002	E01820
E02196	R00017	E02153
E02166	R00008	E00429
E00174	R00012	E02255
E01701	R00015	E01048
E00901	R00018	E00864
E01295	R00003	E02103
E01784	R00006	E00941
E01069	R00007	E01629
E01512	R00018	E01267
E01939	R00017	E02019
E01182	R00002	E02275
E02166	R00008	E01812
E01306	R00018	E00915
E01276	R00018	E00514
E01025	R00008	E00184
E02186	R00012	E01837
E02186	R00012	E00380
E01534	R00017	E01884
E01934	R00018	E01223
E00630	R00009	E01677
E00597	R00020	E01349
E00604	R00017	E00112
E00997	R00020	E02299
E00942	R00017	E01905
E00271	R00017	E02283
E01401	R00017	E00007
E00374	R00011	E01258
E00538	R00017	E02152
E00261	R00012	E01837
E00347	R00003	E00256
E01658	R00006	E01812
E01350	R00018	E01083
E00134	R00012	E02255
E02009	R00007	E01569
E01648	R00017	E02152
E00147	R00004	E01759
E00942	R00017	E01907
E00597	R00018	E01450
E01454	R00007	E01470
E02032	R00017	E00627
E00479	R00017	E00424
E00575	R00003	E00387
E00248	R00018	E01404
E00385	R00018	E01258
E01976	R00003	E01761
E01364	R00017	E01920
E01423	R00008	E00184
E01701	R00015	E00911
E00717	R00020	E01283
E00839	R00000	E00461
E00409	R00018	E00601
E00942	R00017	E01370
E00469	R00016	E01458
E00754	R00008	E00934
E00076	R00017	E02179
E00174	R00012	E02237
E00248	R00008	E01545
E01458	R00020	E00026
E01958	R00016	E01873
E01667	R00008	E00277
E00996	R00012	E02279
E00485	R00018	E00514
E00726	R00007	E01042
E00300	R00017	E01076
E00483	R00016	E00264
E02236	R00016	E02021
E01910	R00007	E00745
E00037	R00009	E00596
E00909	R00008	E01483
E01552	R00017	E00502
E02057	R00018	E00552
E01903	R00006	E01727
E01670	R00008	E01581
E01774	R00003	E02085
E02196	R00017	E02219
E02196	R00017	E00007
E00385	R00003	E00114
E00221	R00012	E01837
E01512	R00018	E00294
E00315	R00020	E00026
E00538	R00017	E00424
E01724	R00019	E00960
E01690	R00008	E01581
E01646	R00006	E01600
E01407	R00019	E00285
E01733	R00000	E00819
E01298	R00017	E00502
E01276	R00018	E00150
E01331	R00007	E02010
E00367	R00018	E00357
E01552	R00017	E00216
E00162	R00003	E01828
E01577	R00014	E00962
E00256	R00014	E01767
E01753	R00017	E01771
E00169	R00018	E01374
E00908	R00014	E02258
E00685	R00017	E00647
E02058	R00016	E01184
E01648	R00002	E01732
E00956	R00017	E00730
E01417	R00015	E00576
E01014	R00017	E01958
E01538	R00012	E01512
E00044	R00018	E00898
E01947	R00018	E00108
E01827	R00012	E02279
E00400	R00018	E01083
E01301	R00018	E01404
E01764	R00017	E00424
E01372	R00008	E00862
E00878	R00012	E01512
E01052	R00020	E00293
E01423	R00016	E00318
E01648	R00017	E01665
E00110	R00017	E00627
E00999	R00011	E01883
E00223	R00018	E00289
E00350	R00016	E01873
E01016	R00008	E02002
E00169	R00018	E01450
E01477	R00017	E00558
E01372	R00008	E01543
E01670	R00008	E00862
E00800	R00017	E00286
E00800	R00017	E00558
E02075	R00005	E01206
E02000	R00003	E01853
E01964	R00017	E00993
E02166	R00017	E00560
E01658	R00006	E01727
E00791	R00012	E01512
E00724	R00018	E00091
E01298	R00017	E01771
E00747	R00018	E00491
E00110	R00017	E00135
E01268	R00018	E00925
E01979	R00016	E01449
E00338	R00015	E00911
E00764	R00015	E00043
E01266	R00003	E00835
E00097	R00017	E01982
E00538	R00017	E00007
E02090	R00002	E00541
E00082	R00018	E00491
E02026	R00001	E01543
E00188	R00007	E01030
E00334	R00016	E01458
E01753	R00017	E00424
E00586	R00002	E01325
E00604	R00017	E00209
E01831	R00010	E01538
E01939	R00017	E00560
E00519	R00009	E02299
E00764	R00015	E01048
E00485	R00018	E00915
E00924	R00003	E01124
E00187	R00006	E00217
E00835	R00014	E00780
E00909	R00008	E01685
E01616	R00001	E01661
E00333	R00016	E01184
E00076	R00017	E01370
E01903	R00006	E01520
E00110	R00017	E00216
E00097	R00017	E00993
E00166	R00012	E00877
E01648	R00017	E01907
E01279	R00017	E00627
E01268	R00018	E01199
E00724	R00018	E00864
E00312	R00000	E01432
E01667	R00008	E00770
E00917	R00011	E01617
E01853	R00008	E01520
E00367	R00018	E00091
E01056	R00003	E00604
E00007	R00003	E02068
E00299	R00008	E01483
E02235	R00017	E01366
E00685	R00017	E01266
E01548	R00017	E00619
E01275	R00005	E00980
E00053	R00018	E00552
E00650	R00008	E01581
E02166	R00011	E00621
E00597	R00018	E01649
E02208	R00006	E01272
E00685	R00017	E01920
E02274	R00003	E01036
E02166	R00011	E01610
E00044	R00018	E00357
E01880	R00018	E01708
E00763	R00017	E01076
E00979	R00012	E02279
E01281	R00003	E00742
E00880	R00009	E02110
E02143	R00008	E01317
E01784	R00006	E01961
E02196	R00017	E01076
E02256	R00012	E01038
E01616	R00001	E00385
E00479	R00017	E01771
E00261	R00012	E01072
E00725	R00008	E00567
E01770	R00017	E00007
E02032	R00017	E00135
E01339	R00008	E00567
E00005	R00018	E01613
E01016	R00008	E01812
E01676	R00019	E01520
E01364	R00017	E00135
E02119	R00014	E01452
E02276	R00008	E00599
E01458	R00017	E01771
E01853	R00014	E00527
E01779	R00009	E01820
E00253	R00018	E00981
E00895	R00003	E00066
E01947	R00018	E01374
E02125	R00006	E01109
E02127	R00007	E01941
E01979	R00016	E01917
E01339	R00008	E00599
E01268	R00011	E01617
E02004	R00000	E01233
E00689	R00006	E00706
E02261	R00016	E00764
E00685	R00017	E00593
E00005	R00018	E00601
E01364	R00017	E00216
E01939	R00017	E02202
E01168	R00012	E02038
E00685	R00017	E00286
E00076	R00017	E01366
E00597	R00018	E00310
E01282	R00016	E01520
E00321	R00003	E02142
E01458	R00017	E02019
E01777	R00011	E00446
E02208	R00006	E01812
E01132	R00018	E01833
E00289	R00017	E00966
E02070	R00008	E01317
E00866	R00018	E00552
E01964	R00017	E02283
E01934	R00018	E01280
E00044	R00018	E01364
E00118	R00003	E00319
E01544	R00009	E00704
E00097	R00017	E02152
E00451	R00014	E01179
E01534	R00017	E00898
E00909	R00008	E00862
E01646	R00006	E01634
E01223	R00007	E00908
E02041	R00003	E01996
E00901	R00018	E01320
E01383	R00014	E01125
E02235	R00017	E00170
E00956	R00017	E01176
E00754	R00008	E01446
E01648	R00017	E00627
E01373	R00017	E00966
E01301	R00018	E00981
E00076	R00017	E00966
E01596	R00003	E01804
E00127	R00003	E01894
E00169	R00018	E01603
E00315	R00020	E00293
E00431	R00017	E00502
E00385	R00018	E01267
E00469	R00016	E00200
E00917	R00011	E00717
E00878	R00012	E02046
E00604	R00017	E01724
E00790	R00020	E00305
E00312	R00000	E00819
E01436	R00015	E01983
E00214	R00000	E00461
E01371	R00017	E01266
E00866	R00002	E00556
E01477	R00017	E00844
E01232	R00014	E01527
E02235	R00017	E00619
E00469	R00017	E00245
E00367	R00018	E00552
E00901	R00018	E00294
E02187	R00008	E01941
E00261	R00012	E01130
E00981	R00002	E01021
E00901	R00018	E00915
E00312	R00019	E01698
E00169	R00018	E01320
E02166	R00011	E00044
E01513	R00002	E01431
E00174	R00015	E01238
E00214	R00000	E00541
E01025	R00008	E01581
E01957	R00017	E02179
E00174	R00012	E01979
E01805	R00017	E01176
E01279	R00017	E00593
E00272	R00007	E02188
E00866	R00018	E00286
E01364	R00017	E01370
E02235	R00017	E02179
E01458	R00017	E01907
E00333	R00016	E00521
E01860	R00003	E01284
E02070	R00008	E01483
E00431	R00017	E00619
E01857	R00018	E00981
E02196	R00017	E01920
E01127	R00001	E00620
E02061	R00009	E01394
E00223	R00018	E00286
E01079	R00005	E01206
E01507	R00008	E01612
E00902	R00018	E00357
E00261	R00012	E00877
E00479	R00017	E01444
E01531	R00012	E00380
E02131	R00017	E02202
E02171	R00015	E01320
E02237	R00017	E00007
E00866	R00018	E01267
E00044	R00018	E01223
E01123	R00008	E01941
E01889	R00018	E02196
E00144	R00011	E00125
E01025	R00008	E00934
E02124	R00018	E01083
E01857	R00018	E00925
E01115	R00016	E01014
E00259	R00006	E00037
E00604	R00017	E01366
E00597	R00018	E01404
E02261	R00016	E01341
E00178	R00003	E01988
E00863	R00009	E01810
E01477	R00017	E00502
E00483	R00016	E01312
E01731	R00007	E01601
E00665	R00017	E00993
E01847	R00008	E00277
E00223	R00018	E01374
E00469	R00017	E01176
E01137	R00001	E00706
E02116	R00014	E00397
E02235	R00008	E01612
E01350	R00018	E00150
E01625	R00016	E02086
E00409	R00018	E01199
E01397	R00012	E00380
E00248	R00018	E00357
E01129	R00009	E00837
E00110	R00003	E01304
E00538	R00017	E02219
E00842	R00002	E01507
E01667	R00008	E01291
E02026	R00001	E00620
E01364	R00017	E02179
E01917	R00007	E01927
E01417	R00015	E01077
E01022	R00003	E01358
E00902	R00003	E01554
E00299	R00008	E01291
E00949	R00008	E02151
E00769	R00002	E00193
E01690	R00008	E01781
E00839	R00000	E01154
E02101	R00011	E01144
E01014	R00017	E01771
E01115	R00016	E01563
E00901	R00018	E02196
E00693	R00019	E00960
E00253	R00018	E00898
E01733	R00000	E01030
E02038	R00014	E01946
E01538	R00012	E00837
E01183	R00000	E01486
E00110	R00017	E00844
E02057	R00018	E01450
E01244	R00002	E01598
E01176	R00020	E02299
E00385	R00018	E00286
E00315	R00003	E01624
E00904	R00018	E01267
E00685	R00017	E00541
E01268	R00018	E01267
E00253	R00018	E01476
E00197	R00005	E01861
E01777	R00011	E01289
E02176	R00009	E01724
E02025	R00018	E00864
E01337	R00006	E01504
E01488	R00018	E01457
E00274	R00018	E00150
E00334	R00017	E01266
E01943	R00015	E02078
E00353	R00015	E00642
E00334	R00017	E02202
E01885	R00014	E01529
E00053	R00018	E00865
E01409	R00014	E01257
E00949	R00008	E01941
E01010	R00007	E02150
E01954	R00009	E00487
E01115	R00016	E00521
E00565	R00003	E01511
E01753	R00017	E00286
E01025	R00014	E00382
E00162	R00016	E01917
E00097	R00017	E00502
E01690	R00008	E00862
E01123	R00008	E02002
E00563	R00009	E00979
E02171	R00015	E00576
E01275	R00005	E00256
E02246	R00008	E00096
E00878	R00012	E01099
E01019	R00017	E01771
E01372	R00008	E02151
E01504	R00014	E01691
E01777	R00011	E00044
E01306	R00018	E01833
E00179	R00007	E00783
E02208	R00014	E02177
E01497	R00005	E01331
E01019	R00017	E02219
E00499	R00011	E01289
E00574	R00007	E02031
E02093	R00016	E00764
E00334	R00017	E00560
E00512	R00017	E00317
E00289	R00017	E02273
E00348	R00013	E01992
E01360	R00015	E02078
E00135	R00014	E00959
E01889	R00018	E01594
E01306	R00018	E01258
E01724	R00019	E01460
E00251	R00018	E01320
E02131	R00017	E02273
E00082	R00018	E01320
E02166	R00008	E01612
E00169	R00018	E01364
E02086	R00002	E00367
E01646	R00016	E01391
E02077	R00003	E01315
E02035	R00009	E01451
E00538	R00017	E00541
E01025	R00008	E01317
E00462	R00002	E01779
E01306	R00018	E00898
E01051	R00018	E00865
E01286	R00007	E01218
E00259	R00006	E01812
E02070	R00008	E00429
E01276	R00018	E02196
E01555	R00003	E00087
E02235	R00017	E00560
E01287	R00007	E00937
E00197	R00016	E00584
E01387	R00001	E00999
E00400	R00018	E00357
E00420	R00014	E02221
E02246	R00008	E02151
E02208	R00006	E00941
E01397	R00012	E01837
E01770	R00017	E00993
E00904	R00018	E00289
E00747	R00018	E01374
E01022	R00003	E02263
E01837	R00009	E01194
E00599	R00002	E00407
E00299	R00008	E00096
E02070	R00008	E02151
E01670	R00008	E01015
E01164	R00001	E00486
E01552	R00017	E01958
E00173	R00014	E00658
E01770	R00017	E00286
E01080	R00014	E01117
E00747	R00018	E00310
E01161	R00014	E01539
E00059	R00014	E01007
E00223	R00018	E01708
E00956	R00017	E00560
E01488	R00018	E01613
E01925	R00007	E00979
E01364	R00017	E01266
E00917	R00011	E01945
E00379	R00014	E00800
E02091	R00003	E01411
E01016	R00008	E01291
E01684	R00019	E00960
E00259	R00006	E01520
E00909	R00008	E01446
E00747	R00018	E01258
E02101	R00011	E01548
E00152	R00016	E01597
E01496	R00007	E00209
E00754	R00008	E01781
E02011	R00003	E01609
E01818	R00007	E00137
E01838	R00019	E01255
E02288	R00004	E00464
E00479	R00017	E00993
E00469	R00016	E00164
E00097	R00017	E02283
E01534	R00017	E00558
E01964	R00017	E01771
